"0","Reflect onto prepare those admit","202.37","0"
"1348","Dark responsibility","296.23","1"
"1349","Wife maybe of apply understand","37.80","0"
"1350","Rise per husband","343.85","1"
"1351","Particular base investment throughout","118.47","0"
"1352","Investment husband Republican","396.35","0"
"1353","Tax scientist task onto least","324.72","1"
"1354","Miss customer sign","67.27","0"
"1355","Or fine move particularly purpose","247.19","1"
"1356","High girl age","36.23","1"
"1357","Amount quite if","52.47","1"
"1358","Store cold affect woman","121.35","0"
"1359","Of safe fight camera","373.87","0"
"1360","Political baby nation","191.97","1"
"1361","Rise follow speak","387.52","0"
"1362","Gun peace though","317.64","1"
"1363","Pass difference speech more central","396.30","0"
"1364","Generation music indicate","37.06","1"
"1365","Image who serve establish","378.34","0"
"1366","Maintain raise system else","91.67","1"
"1367","Move design gas dark","349.38","1"
"1368","Thing theory example inside box","498.48","0"
"1369","Guy particularly people yet","366.18","1"
"1370","Watch garden claim","52.76","0"
"1371","Left think effect","220.73","0"
"1372","Day sport station south","53.33","1"
"1373","Up heavy structure community loss","109.10","0"
"1374","Development example question drop me","69.46","0"
"1375","Section next","210.55","0"
"1376","Hot media major","309.62","0"
"1377","Four west heart doctor","444.88","0"
"1378","Throw day economic body road","445.79","1"
"1379","Sister career","115.73","1"
"1380","Matter environment apply","337.31","1"
"1381","Arm real vote late foreign","22.03","1"
"1382","Camera score store store","348.79","1"
"1383","Care reduce for to","170.89","1"
"1384","Alone owner that","184.84","0"
"1385","Rest daughter government","407.63","0"
"1386","Develop name skill","267.46","0"
"1387","Event quality store","333.54","0"
"1388","Friend environment new cultural","470.24","1"
"1389","Idea series back","163.63","1"
"1390","Guess soon among teacher","479.02","1"
"1391","Top high","251.92","1"
"1392","Many sport alone","293.08","1"
"1393","Way pay air bag I","268.51","1"
"1394","Social movie decade art","273.78","1"
"1395","Respond when enough indicate car","163.67","1"
"1396","Ever first structure","434.65","1"
"1397","Fact side instead","461.55","0"
"1398","Allow local price teacher total","210.19","1"
"1399","Wish early son food","132.38","0"
"1400","Continue image fact card important","25.46","0"
"1401","Capital pay","109.45","1"
"1402","Control ability","497.78","1"
"1403","Nothing sound event spend","278.31","0"
"1404","Run deep same","491.29","0"
"1405","Film moment act","118.08","1"
"1406","Think collection whole debate board","116.52","0"
"1407","Program five receive","98.91","0"
"1408","Discover protect American piece","475.30","0"
"1409","It case none finish","26.05","1"
"1410","Very hold recently close","296.74","1"
"1411","Out place style room produce","272.55","0"
"1412","Model let focus","203.58","0"
"1413","Always special","12.80","0"
"1414","Throughout forward","467.38","0"
"1415","Teacher four police","101.07","0"
"1416","Near while board","320.57","0"
"1417","Green may heart poor few","349.54","0"
"1418","Born current","199.22","1"
"1419","Side whole part indeed soon","117.48","1"
"1420","Him director site","42.07","0"
"1421","Old director such","398.22","0"
"1422","Speech break","149.08","0"
"1423","Candidate grow believe century still","394.72","1"
"1424","Smile usually listen","271.89","1"
"1425","Eye war idea","39.54","1"
"1426","May threat","12.93","1"
"1427","Important all cut","493.22","0"
"1428","Manager television","281.32","0"
"1429","Player world particular yeah before","337.56","1"
"1430","Its material owner establish human","361.92","0"
"1431","Federal worry discuss","402.14","1"
"1432","Store couple exactly both","396.73","1"
"1433","Rate including always","150.01","1"
"1434","Them president","239.05","1"
"1435","Concern everybody","395.60","0"
"1436","Piece identify at","119.63","1"
"1437","Practice win","40.75","0"
"1438","Watch different bar successful","395.16","1"
"1439","Tend vote theory","249.35","0"
"1440","Spend expert start find country","444.59","1"
"1441","Total likely such","313.83","1"
"1442","Keep team skin style","167.57","0"
"1443","Other produce campaign","405.86","0"
"1444","Office individual tonight","333.86","1"
"1445","Herself ready office response","131.00","1"
"1446","Democratic yes environment","460.17","0"
"1447","Energy under condition food forget","188.62","0"
"1448","Participant explain fall must prove","370.15","0"
"1449","Anyone performance up evidence mind","314.99","0"
"1450","Against certainly another buy","122.39","1"
"1451","Use right church executive pattern","156.71","0"
"1452","Throw standard get","176.78","1"
"1453","Management build until","98.51","1"
"1454","Son moment skin","312.76","1"
"1455","Red nature my","493.16","0"
"1456","Effort former like agreement include","382.56","0"
"1457","Skin ready per political","159.54","0"
"1458","Time nearly under","136.46","0"
"1459","Charge same behind cultural side","209.67","0"
"1460","Dark Mrs film","259.23","1"
"1461","Station past serious cause","485.92","1"
"1462","Democrat behind skill","388.13","0"
"1463","Material training simple","411.15","0"
"1464","Behind minute standard","312.36","1"
"1465","We behavior safe stop cold","155.25","1"
"1466","Skin dog who","63.21","1"
"1467","Reason never","156.93","1"
"1468","Certain though","56.30","1"
"1469","Good father you future specific","462.62","0"
"1470","Million act man happy night","500.89","0"
"1471","Continue want answer","73.89","1"
"1472","Voice degree trial follow space","107.22","1"
"1473","Difficult huge realize year","357.72","0"
"1474","Until skill century pass commercial","350.25","1"
"1475","Camera new fish production exist","352.07","1"
"1476","Write life without wind","445.49","0"
"1477","Miss into radio figure","212.77","1"
"1478","Once station assume","315.80","1"
"1479","Alone her","121.17","0"
"1480","Dream ability itself","343.49","0"
"1481","Would take inside research her","34.64","0"
"1482","Perform listen size","366.89","1"
"1483","Account budget same lawyer","191.72","1"
"1484","Morning hold listen","196.56","1"
"1485","International table","251.63","0"
"1486","Travel management mean big wall","427.76","0"
"1487","Nature drop sport really hair","434.46","0"
"1488","Wish learn edge body","281.54","1"
"1489","Former ground","72.72","0"
"1490","True light","149.43","0"
"1491","People feeling add","432.27","0"
"1492","Try new street line","477.22","1"
"1493","Accept manage Mrs at","22.35","1"
"1494","Choose interesting fine for","262.27","1"
"1495","Common those social your","358.09","0"
"1496","Chance statement those whether","10.39","0"
"1497","Play hard could","199.97","1"
"1498","Break painting budget Congress","68.18","0"
"1499","Head popular great","422.82","1"
"1500","Control add exactly show","123.43","0"
"1501","Page reach central once pull","443.67","1"
"1502","Trade rest budget","38.85","0"
"1503","Also police every","252.55","1"
"1504","Oil soldier as police","462.20","0"
"1505","Get democratic","334.45","1"
"1506","Onto safe whatever third","283.20","0"
"1507","Hour body similar position media","351.76","0"
"1508","Right standard daughter Mr impact","89.20","1"
"1509","Challenge care break bad time","96.29","1"
"1510","Fire though safe use","323.17","0"
"1511","Daughter American wall social","428.82","0"
"1512","Human physical","66.95","1"
"1513","Team study late certainly itself","50.56","0"
"1514","Ever fill bit local","456.71","1"
"1515","Walk attention expect similar","277.44","0"
"1516","Response Congress","445.95","1"
"1517","Tough mission speak","385.16","0"
"1518","Effort find cultural with","471.19","1"
"1519","Though rich","252.30","1"
"1520","Catch which","266.93","1"
"1521","Enjoy approach hotel","439.03","1"
"1522","Long maybe number think","180.66","1"
"1523","Person clearly","232.40","1"
"1524","In television music","180.68","0"
"1525","Little project outside behind","196.16","0"
"1526","Wish wife growth","352.89","1"
"1527","Control number soldier stop apply","193.58","0"
"1528","Particularly cover second way yard","488.91","1"
"1529","Woman season woman management","391.43","0"
"1530","Identify property","82.74","1"
"1531","Road camera it research part","131.20","1"
"1532","Alone name program","155.98","0"
"1533","Rock floor minute media rule","221.35","1"
"1534","Return heavy","62.64","1"
"1535","Air air strategy again","37.76","1"
"1536","The then","74.68","0"
"1537","Me however","295.16","0"
"1538","Piece son training card want","441.38","1"
"1539","Experience call treatment dream","454.92","0"
"1540","Since live claim","302.78","1"
"1541","Lot will other describe organization","452.84","0"
"1542","Interesting commercial thousand same","365.64","0"
"1543","Offer write per","338.13","1"
"1544","Speech interesting skin","224.96","0"
"1545","Bit from none health","184.43","0"
"1546","Lot behavior movement woman","52.65","1"
"1547","Act too local experience","480.50","0"
"1548","Author democratic section agree","448.39","0"
"1549","About factor example then","127.97","0"
"1550","Production several magazine sign act","307.83","0"
"1551","Happen worry choose market","454.61","0"
"1552","President thought","219.53","1"
"1553","Role until truth especially","139.67","1"
"1554","Age without","361.21","1"
"1555","Ground food value","370.64","0"
"1556","Note our song similar","57.79","1"
"1557","According candidate total","183.13","1"
"1558","City worry role trouble","93.75","0"
"1559","Doctor fly seat","281.97","1"
"1560","All time","201.56","0"
"1561","Lawyer reach later surface","216.74","1"
"1562","Step home hotel put everyone","130.72","1"
"1563","Method establish wonder decide","137.58","0"
"1564","World individual treat word memory","186.92","1"
"1565","Because skill send brother","26.66","0"
"1566","Year either career","490.07","0"
"1567","Education woman never body","341.23","1"
"1568","New for people wide live","119.82","1"
"1569","Around summer trouble","385.44","1"
"1570","Attack teacher interest","194.43","1"
"1571","Then sure","348.41","1"
"1572","Town guy them","115.78","1"
"1573","Let notice describe","392.89","1"
"1574","Between loss goal sea","384.02","1"
"1575","Trial southern west","197.34","1"
"1576","Simple federal peace modern","96.98","1"
"1577","Form late billion","336.14","1"
"1578","May growth","348.65","0"
"1579","Piece pass bed","82.78","0"
"1580","Too community enough pick","273.98","1"
"1581","Race two region","39.07","1"
"1582","Music police news information","321.33","1"
"1583","Learn address edge","233.47","0"
"1584","Everything very","252.80","1"
"1585","Public child red international","378.28","1"
"1586","Growth who performance","160.92","0"
"1587","Investment south send entire","297.92","1"
"1588","Produce artist yet public spend","299.12","0"
"1589","Whose generation cold collection attention","187.74","1"
"1590","Well take too","246.96","1"
"1591","Increase test sport","353.26","1"
"1592","Laugh from believe","236.20","1"
"1593","Manage heart place company","14.59","1"
"1594","Vote church poor","75.13","0"
"1595","Very forward","350.68","1"
"1596","Idea sign including into","77.25","0"
"1597","Civil southern politics perform","415.71","1"
"1598","With above goal idea","376.99","0"
"1599","Reflect he ago","379.42","0"
"1600","Son hear expert","107.06","0"
"1601","Out although behind","348.54","1"
"1602","Four remain first","163.93","0"
"1603","Probably address threat figure discover","341.22","1"
"1604","White miss","216.69","0"
"1605","Party surface story lot capital","41.81","1"
"1606","Be above imagine","490.74","0"
"1607","Mean another tree price","302.17","1"
"1608","Defense would until","145.65","1"
"1609","His same pattern","340.48","1"
"1610","Democrat final keep environment","172.96","1"
"1611","Shake will season people","105.21","0"
"1612","Admit wind","416.63","1"
"1613","Suffer behind improve soon","437.08","0"
"1614","Sort improve health way central","122.10","1"
"1615","Over also charge leg","231.22","0"
"1616","Population film","396.19","1"
"1617","Glass low under party since","380.60","0"
"1618","Spring mother draw spring","70.83","0"
"1619","Other join","91.44","0"
"1620","Attack never try","339.68","0"
"1621","Stay little three southern","63.56","0"
"1622","Thing mother red outside skin","399.49","0"
"1623","Prepare third","214.76","0"
"1624","Local really though hand size","334.22","1"
"1625","Require start professional","84.64","1"
"1626","Once will","97.04","1"
"1627","All ask analysis","172.18","0"
"1628","Anyone president explain town","124.23","1"
"1629","Look vote","442.83","0"
"1630","Base professor develop candidate","366.78","1"
"1631","Low election","205.64","0"
"1632","Us throw care","235.29","0"
"1633","Who Republican statement","333.70","1"
"1634","Huge gas finally might already","399.01","0"
"1635","Skin because sometimes","17.81","0"
"1636","Into together","179.70","1"
"1637","Program view","29.93","1"
"1638","Argue black camera","441.60","1"
"1639","Impact someone mother matter","52.31","0"
"1640","Thought could player","103.37","0"
"1641","Election nearly month happen feeling","89.68","1"
"1642","None raise bring its enter","218.76","0"
"1643","First single half similar","350.36","0"
"1644","Religious trade hotel full morning","160.10","0"
"1645","Science reason sing","56.57","0"
"1646","Factor study audience","430.99","0"
"1647","See through","364.89","0"
"1648","Area west size","217.28","0"
"1649","Treatment American fill design along","277.59","1"
"1650","Every number so born","60.93","1"
"1651","Million pay available image thought","380.87","0"
"1652","Action ever tax those collection","24.94","0"
"1653","Woman help","359.88","0"
"1654","Idea television hear be","112.67","1"
"1655","Hospital of community so","396.46","1"
"1656","Home short image kind politics","221.06","0"
"1657","Option movement design wide","50.39","0"
"1658","Politics allow","295.86","1"
"1659","Same mind leave hot","445.73","1"
"1660","Cultural time president life field","487.83","1"
"1661","Official above soldier","109.61","0"
"1662","Drive low manager road apply","390.49","1"
"1663","Manage wall forget somebody","370.83","0"
"1664","Wish center red","129.01","1"
"1665","Statement officer knowledge","411.81","1"
"1666","Help fill tree night","136.32","0"
"1667","Then support art","480.41","0"
"1668","Member material citizen","129.03","1"
"1669","Full his","485.58","0"
"1670","Whole your","84.90","0"
"1671","Top for treat blue though","484.88","1"
"1672","I good recognize condition together","255.04","0"
"1673","Tell bit account across","466.41","1"
"1674","Car land more particularly medical","224.91","0"
"1675","Those rule affect toward measure","350.58","1"
"1676","Indeed world","39.91","1"
"1677","Place democratic eight","473.22","0"
"1678","Happen play","262.84","0"
"1679","Expect record hundred person","130.13","1"
"1680","Modern fear","134.68","1"
"1681","Form common sell building","73.65","1"
"1682","Draw board I gun hour","345.17","0"
"1683","Risk yet animal role country","26.47","0"
"1684","Toward lawyer administration available","481.95","0"
"1685","Where game item soon work","166.51","1"
"1686","Night executive one maintain","21.42","1"
"1687","Type or compare","496.06","1"
"1688","Political forward nearly former","200.21","0"
"1689","Value people follow this show","149.14","0"
"1690","Remember young decision","393.90","1"
"1691","Message worker matter perform","350.37","0"
"1692","Son customer boy rule","277.47","0"
"1693","Human individual grow whether","270.24","1"
"1694","Carry already whom","293.91","0"
"1695","Take during water girl night","40.88","1"
"1696","Minute any nearly week decision","144.27","1"
"1697","Speak bill","350.92","0"
"1698","Character account security","377.03","1"
"1699","Area worry","431.25","1"
"1700","Unit owner pretty","37.86","0"
"1701","Yard identify nothing difficult member","379.94","0"
"1702","Market security organization","255.85","0"
"1703","Believe final sea me","306.34","1"
"1704","Anything room parent activity break","259.61","1"
"1705","Consumer wind trial act how","439.92","1"
"1706","Site outside","423.47","1"
"1707","Order argue military","351.82","1"
"1708","Available population last","215.35","1"
"1709","Successful order window apply remember","258.11","0"
"1710","His everything bill","77.82","0"
"1711","Son early simple not exist","466.83","0"
"1712","Spring seek second still peace","201.57","1"
"1713","Up two lead","187.88","1"
"1714","Not far per science its","255.71","0"
"1715","Available toward","87.40","0"
"1716","Strong office situation kind","2.58","0"
"1717","Young raise","316.63","1"
"1718","Sense evidence leader better","123.21","0"
"1719","Street personal without rock","25.46","0"
"1720","Area voice part dream","290.42","0"
"1721","Open yeah along policy","245.40","1"
"1722","Fall keep","496.48","0"
"1723","Start person information","437.35","1"
"1724","In tax where","72.60","1"
"1725","Body will enjoy tell","327.26","1"
"1726","Long change and","363.91","0"
"1727","Give those instead","102.25","1"
"1728","Specific happen","400.07","0"
"1729","Thousand artist special","266.21","0"
"1730","Window area simple my design","372.75","1"
"1731","Mention truth attorney point","180.73","1"
"1732","Never mean return down feel","129.90","0"
"1733","Anything a like beat help","196.21","1"
"1734","Air better kid game above","304.07","0"
"1735","Young resource method","428.73","0"
"1736","Player music music drug sense","378.12","0"
"1737","From table","101.60","0"
"1738","Hit now blood treatment","201.84","1"
"1739","Suggest away relate suffer future","104.84","0"
"1740","Wide medical focus lawyer power","173.82","1"
"1741","Whether house human","253.49","1"
"1742","Once above subject yes","69.50","1"
"1743","Item remain","372.81","1"
"1744","Interview food reason mother","465.00","1"
"1745","National opportunity practice call","84.38","1"
"1746","Bed reveal send","235.13","1"
"1747","Break cost everything","328.03","1"
"1748","Challenge apply","398.05","1"
"1749","Suddenly group","10.44","1"
"1750","I full","52.51","1"
"1751","Of election","5.15","0"
"1752","Third usually realize else","433.75","0"
"1753","Knowledge lay trouble involve","20.57","0"
"1754","Fall into","281.05","1"
"1755","Go structure government run","195.67","0"
"1756","Hit point thousand","496.30","0"
"1757","Rest visit year doctor","240.02","0"
"1758","Really foreign task relate","67.82","1"
"1759","Resource security claim","129.76","1"
"1760","Possible middle great artist","176.63","0"
"1761","Body long and current leader","8.85","1"
"1762","Gun often by every people","292.21","1"
"1763","Shake several physical training","181.35","1"
"1764","Different wind chair","307.28","0"
"1765","Find want quite","379.08","1"
"1766","Process in attorney raise","314.94","0"
"1767","Possible election","40.91","1"
"1768","Approach own military perhaps","461.97","1"
"1769","Energy actually son listen federal","451.27","0"
"1770","Line wrong often class degree","458.15","0"
"1771","Home few individual child","329.04","1"
"1772","Than hair many dark western","26.45","0"
"1773","Only although boy involve tonight","452.64","0"
"1774","Clear manage season American","224.99","0"
"1775","Require risk chance","192.12","1"
"1776","Police treat ahead candidate market","478.39","1"
"1777","Sign rather community pick between","153.74","0"
"1778","Them film avoid organization","107.32","0"
"1779","Civil son","258.62","0"
"1780","Dark could ok eye","205.99","1"
"1781","Return best me","321.05","0"
"1782","Environmental possible huge","197.40","1"
"1783","Keep reduce turn positive","361.09","0"
"1784","Full prepare","156.40","0"
"1785","And outside present","438.76","0"
"1786","Form ten rather contain relate","127.69","0"
"1787","Collection later recognize","96.35","0"
"1788","Contain art wide","256.08","0"
"1789","None deep natural","209.33","1"
"1790","Put dinner notice must","259.49","0"
"1791","Could good","83.22","0"
"1792","Open important","232.18","1"
"1793","Article so difficult","44.34","0"
"1794","To black","118.13","1"
"1795","Travel today seven lose","22.08","1"
"1796","Hotel owner pick","345.83","0"
"1797","Unit present success light","156.27","0"
"1798","Attorney community issue appear evidence","334.19","1"
"1799","Eight image rule","80.95","1"
"1800","Control not health","352.97","1"
"1801","Nearly least share","322.96","0"
"1802","Meet beat painting himself","391.98","1"
"1803","Need machine now","439.82","1"
"1804","Student want spring","424.76","1"
"1805","Generation movie out","178.32","0"
"1806","Usually contain back according","130.75","0"
"1807","Work analysis","294.83","0"
"1808","North discover apply","106.47","1"
"1809","Else she chance maybe","409.10","1"
"1810","Field office effect end former","323.83","0"
"1811","Partner establish TV issue","197.05","1"
"1812","Amount score","94.30","0"
"1813","Above visit","359.09","1"
"1814","Them factor open","166.35","0"
"1815","Each else any","427.09","0"
"1816","Somebody discussion various take with","42.23","0"
"1817","Four event idea knowledge","48.53","0"
"1818","Born work second","9.32","1"
"1819","Key style exactly","16.58","0"
"1820","Black technology may","261.56","1"
"1821","Support significant stay occur","491.85","1"
"1822","Hotel teach relationship other","160.28","1"
"1823","Very police society","427.14","0"
"1824","Person talk throughout","8.84","0"
"1825","Sort grow your writer performance","481.01","1"
"1826","She environment final prepare recognize","81.44","0"
"1827","All anyone between","357.63","0"
"1828","Identify cut","132.07","0"
"1829","Run do kid","94.41","1"
"1830","Full company five learn","499.94","1"
"1831","Amount different many whom director","410.70","0"
"1832","Usually measure nor party conference","311.30","0"
"1833","Almost try say","69.01","1"
"1834","Option fact nice","217.65","0"
"1835","Trial set develop half","74.06","0"
"1836","Nor actually provide something","253.12","1"
"1837","These force relationship ask","47.08","0"
"1838","Civil expert around production","64.78","1"
"1839","Whom break","351.86","1"
"1840","Green politics country","212.79","1"
"1841","Since return","410.11","1"
"1842","Research international stock","148.92","0"
"1843","Run compare face","213.23","1"
"1844","Take foot into return","407.60","1"
"1845","Song growth","195.54","1"
"1846","Collection why hundred whole baby","148.33","0"
"1847","Conference few along general","416.83","0"
"1848","Others when bad","222.95","0"
"1849","Character protect social","246.60","1"
"1850","Wait fire possible one","267.56","0"
"1851","Hour last","203.83","0"
"1852","Course media","237.18","1"
"1853","Skin prepare old open project","453.84","1"
"1854","Among budget guess down stock","184.83","1"
"1855","Walk main","447.77","0"
"1856","View town","185.23","1"
"1857","Note service rather million","136.13","0"
"1858","Child material","451.96","1"
"1859","Big yeah along","470.53","1"
"1860","Evening car although himself","69.38","0"
"1861","Program shake least rise lawyer","491.45","1"
"1862","Third important tonight event","350.73","1"
"1863","Campaign including data","500.82","1"
"1864","Increase behind environment business they","437.64","1"
"1865","Rather although rest","142.80","1"
"1866","Nor international present","102.83","0"
"1867","Environment former some difficult","127.79","1"
"1868","Take measure shake station","114.33","1"
"1869","Learn young one particularly","476.05","0"
"1870","Later moment instead new","305.96","0"
"1871","Series civil stand smile","305.73","0"
"1872","Past west station","137.91","0"
"1873","Drive detail drop pick write","252.49","1"
"1874","Receive interest effort fact total","169.12","0"
"1875","Fly themselves occur pull let","93.96","1"
"1876","Someone however feel between work","133.33","0"
"1877","Anything wish field affect another","190.51","1"
"1878","Contain happen most we","62.20","0"
"1879","History let","187.01","0"
"1880","Site dark","492.37","0"
"1881","Land answer add painting","380.59","0"
"1882","Final area indicate","443.22","0"
"1883","Care recognize production nor for","32.80","0"
"1884","Cup note service over family","47.97","1"
"1885","Up sister worker","16.36","1"
"1886","Five before always","431.14","0"
"1887","Million catch use describe","377.66","1"
"1888","System sure risk number","69.61","1"
"1889","I money model beyond everything","128.18","1"
"1890","Why effect feeling page mind","271.53","1"
"1891","Dinner tough doctor use purpose","419.38","0"
"1892","Either choose protect oil","193.93","1"
"1893","Our today camera statement","392.01","1"
"1894","Nothing kind of concern","363.03","0"
"1895","Pressure smile general","426.91","1"
"1896","Decision sense","326.05","1"
"1897","Effort age billion","445.19","0"
"1898","Ok total could","363.43","1"
"1899","Challenge two","207.67","0"
"1900","She sure six","86.01","0"
"1901","Design clear step record","203.24","0"
"1902","Food answer everyone score side","63.13","0"
"1903","Situation cold defense then decade","458.82","0"
"1904","Figure American ready long","297.26","1"
"1905","Onto research general","489.49","0"
"1906","Final table gun bill walk","250.40","1"
"1907","Soldier space work","483.31","0"
"1908","Watch should special finish","64.15","1"
"1909","Space college interest local part","80.95","0"
"1910","Throughout several success test picture","408.22","0"
"1911","Plant we maintain practice stock","302.30","1"
"1912","Writer democratic foot end respond","319.80","1"
"1913","Kitchen artist","486.97","1"
"1914","West discuss only","60.59","1"
"1915","Major similar work","30.05","0"
"1916","Behind near student","470.17","1"
"1917","Official cultural themselves parent","43.99","1"
"1918","Far pattern picture","280.90","1"
"1919","Wrong successful or","121.35","1"
"1920","Pay huge different protect","186.11","0"
"1921","Know actually forward down","182.97","0"
"1922","Figure far","239.97","1"
"1923","Result bed","460.63","1"
"1924","Power wrong","201.23","1"
"1925","Young nothing determine describe","297.38","1"
"1926","Fill threat base","400.87","1"
"1927","Health avoid area kid","173.50","1"
"1928","Threat soldier yet","107.52","0"
"1929","Teach believe case style close","451.18","0"
"1930","Media economic sister face","192.84","1"
"1931","Certainly can look left serve","405.09","1"
"1932","Senior national behind magazine","219.70","1"
"1933","Work wish base","130.57","0"
"1934","Top receive","220.34","0"
"1935","Usually teacher follow tell","62.43","0"
"1936","Late teacher response stand","115.44","0"
"1937","Player family will against say","249.47","1"
"1938","Daughter table finally drop","421.87","1"
"1939","Property record loss step","153.88","1"
"1940","Lawyer glass speak","127.78","1"
"1941","Lead money pretty participant","236.04","1"
"1942","Everything ground unit hear","94.35","1"
"1943","Trial parent space agreement","489.76","1"
"1944","Physical pass","28.16","0"
"1945","Heavy listen discussion phone","53.83","0"
"1946","Actually property but","80.61","1"
"1947","Table authority ability itself","161.01","1"
"1948","Play medical animal challenge","295.22","1"
"1949","Industry wrong","387.69","1"
"1950","Clearly production risk","259.33","1"
"1951","Trade yes mother world big","144.15","1"
"1952","Agreement degree eight phone","470.54","0"
"1953","Behavior week","57.55","1"
"1954","Win western civil dinner","60.16","0"
"1955","Person prove yourself would wide","324.86","1"
"1956","Factor light hotel foreign","203.87","0"
"1957","Standard each share","439.09","0"
"1958","Ball perhaps ahead indeed","301.41","1"
"1959","Tend really","125.22","0"
"1960","Bit green visit sign dog","351.33","0"
"1961","Campaign trouble","2.96","1"
"1962","Example able me","435.41","0"
"1963","Inside leave out eat together","188.86","1"
"1964","Job wide","231.38","0"
"1965","Experience number positive final against","92.98","0"
"1966","Off success employee add","254.52","1"
"1967","Chair walk stuff break","225.42","1"
"1968","Already final must position","382.04","0"
"1969","Management something own type","462.30","0"
"1970","Condition notice bill","359.20","0"
"1971","Over character","377.62","1"
"1972","Small company air population cultural","382.71","0"
"1973","His expert exactly","138.66","1"
"1974","Audience any","68.48","0"
"1975","Learn step truth however defense","428.00","1"
"1976","Newspaper down measure power","319.11","1"
"1977","Evidence father","276.03","1"
"1978","Parent him","152.77","0"
"1979","Across city","236.91","1"
"1980","Leg every down city economic","331.56","0"
"1981","Network process time","11.92","1"
"1982","Operation you value hit space","353.22","1"
"1983","Discuss best","419.10","0"
"1984","Plan seven know later nearly","435.18","1"
"1985","Have home","479.22","0"
"1986","Table entire he goal growth","221.45","1"
"1987","See into economic local","392.65","0"
"1988","Why full","32.30","1"
"1989","Develop might off issue official","308.61","0"
"1990","Standard around they material","90.76","0"
"1991","Character why per","442.22","1"
"1992","Loss economic half","66.41","1"
"1993","Leg thousand senior black buy","131.07","1"
"1994","Commercial southern","95.04","1"
"1995","Nor now","218.82","1"
"1996","Listen church resource","151.52","0"
"1997","Choose against name ability","26.58","0"
"1998","Your near","240.16","1"
"1999","Over lawyer really our","84.41","0"
